Question,Tag,Label
Apakah ada peraturan atau standar khusus yang harus diikuti dalam menjadwalkan penyemprotan pestisida di dalam cluster?,Jadwal penyemprotan pestisida,Pengelolaan Lingkungan dan Kebersihan
Adakah aturan penanaman pohon di lingkungan ini? ,Aturan penanaman pohon,Aturan lain-lain
Apakah ada peraturan khusus yang mengatur penanaman pohon di depan rumah?,Aturan penanaman pohon,Aturan lain-lain
Apakah ada larangan tertentu terkait spesifikasi atau jenis pohon yang boleh ditanam di depan rumah?,Aturan penanaman pohon,Aturan lain-lain
Apakah ada batasan pohon yang dapat ditanam di depan rumah?,Aturan penanaman pohon,Aturan lain-lain
Apakah ada persyaratan tertentu yang harus dipenuhi sebelum menanam pohon di depan rumah?,Aturan penanaman pohon,Aturan lain-lain
Bagaimana cara memperoleh izin untuk menanam pohon di depan rumah?,Aturan penanaman pohon,Aturan lain-lain
Apakah ada batasan tertentu tentang jenis pohon yang boleh ditanam di trotoar depan rumah?,Aturan penanaman pohon,Aturan lain-lain
Apakah diperbolehkan bagi pemilik properti untuk menanam pohon di sekitar rumahnya?,Aturan penanaman pohon,Aturan lain-lain
Apa yang harus dipertimbangkan saat memilih jenis pohon untuk ditanam di sekitar rumah?,Aturan penanaman pohon,Aturan lain-lain
Apakah ada panduan atau aturan tertentu yang harus diikuti saat menanam pohon di sekitar rumah?,Aturan penanaman pohon,Aturan lain-lain
Apa syarat untuk melakukan renovasi rumah?,Persyaratan renovasi rumah,Administrasi
Apa saja dokumen yang diperlukan untuk mengajukan izin renovasi rumah?,Persyaratan renovasi rumah,Administrasi
Bagaimana jika ingin melakukan renovasi rumah?,Persyaratan renovasi rumah,Administrasi
Apa langkah-langkah yang harus diikuti untuk melakukan renovasi rumah?,Persyaratan renovasi rumah,Administrasi
Bagaimana prosedur pengajuan jika hendak melakukan renovasi rumah?,Persyaratan renovasi rumah,Administrasi
Bagaimana cara mengajukan permohonan perubahan desain atau renovasi rumah? ,Persyaratan renovasi rumah,Administrasi
Bagaimana jika ingin membangun struktur tambahan di rumah?,Persyaratan renovasi rumah,Administrasi
Bagaimana cara mendapat izin untuk membangun struktur tambahan pada rumah?,Persyaratan renovasi rumah,Administrasi
Bagaimana caranya untuk melakukan permohonan perubahan warna cat rumah? ,Persyaratan renovasi rumah,Administrasi
Bagaimana cara melaporkan perubahan informasi kepemilikan properti di cluster ini? ,Pelaporan perubahan kepemilikan properti,Administrasi
Apakah prosedur yang harus diikuti untuk melaporkan perubahan kepemilikan properti di dalam cluster ini?,Pelaporan perubahan kepemilikan properti,Administrasi
Siapa yang bertanggung jawab untuk menerima informasi dan dokumen terkait perubahan kepemilikan properti di cluster ini?,Pelaporan perubahan kepemilikan properti,Administrasi
Bagaimana cara menghubungi pihak yang berwenang untuk memperbarui informasi kepemilikan properti di cluster ini?,Pelaporan perubahan kepemilikan properti,Administrasi
Apakah ada formulir khusus yang harus diisi untuk melaporkan perubahan kepemilikan properti di dalam cluster ini?,Pelaporan perubahan kepemilikan properti,Administrasi
Siapa yang harus dihubungi untuk melaporkan perubahan informasi kepemilikan properti di cluster ini?,Pelaporan perubahan kepemilikan properti,Administrasi
Apa yang harus dilakukan setelah melakukan pemindahan kepemilikan properti di cluster ini?,Pelaporan perubahan kepemilikan properti,Administrasi
Nomor rekening yang bisa dipakai untuk bayar IPL apa saja ya?,Nomor Rekening Pembayaran IPL,Pengelola Cluster
Apa opsi pembayaran yang tersedia untuk pembayaran IPL?,Nomor Rekening Pembayaran IPL,Pengelola Cluster
Bagaimana saya bisa melakukan pembayaran IPL?,Nomor Rekening Pembayaran IPL,Pengelola Cluster
Metode apa yang dapat saya gunakan untuk transfer pembayaran IPL?,Nomor Rekening Pembayaran IPL,Pengelola Cluster
Nomor rekening yang bisa dipake buat transfer apa saja ya,Nomor Rekening Pembayaran IPL,Pengelola Cluster
Ke mana bisa saya transfer pembayaran IPL?,Nomor Rekening Pembayaran IPL,Pengelola Cluster
Apa saja nomor rekening yang dapat digunakan untuk pembayaran IPL?,Nomor Rekening Pembayaran IPL,Pengelola Cluster
Terima kasih,Salam Penutup,Salam
Selesai,Salam Penutup,Salam
Sampai jumpa,Salam Penutup,Salam
Baiklah,Salam Penutup,Salam
Okesip,Salam Penutup,Salam
Makasih,Salam Penutup,Salam
Bye,Salam Penutup,Salam
Nice,Salam Penutup,Salam
Mantap,Salam Penutup,Salam
sip,Salam Penutup,Salam
bai,Salam Penutup,Salam
nais,Salam Penutup,Salam
trims,Salam Penutup,Salam
"Baik, terima kasih.",Salam Penutup,Salam
"Oke, terima kasih.",Salam Penutup,Salam
"Baiklah, terima kasih banyak.",Salam Penutup,Salam
"Okesip, terima kasih ya.",Salam Penutup,Salam
"Okedeh, makasih ya!",Salam Penutup,Salam
Oke deh,Salam Penutup,Salam
"Thanks ya, sampai ketemu lagi!",Salam Penutup,Salam
"Nice, thanks atas infonya.",Salam Penutup,Salam
"Okesip, makasih banyak!",Salam Penutup,Salam
Terima kasih atas bantuannya.,Salam Penutup,Salam
"Baiklah, saya akan mencoba memahami informasi yang telah diberikan.",Salam Penutup,Salam
Saya sangat menghargai bantuan Anda. Sampai jumpa!,Salam Penutup,Salam
"Baiklah, saya akan mencatat informasi yang telah disediakan.",Salam Penutup,Salam
Terima kasih banyak atas waktu dan informasinya.,Salam Penutup,Salam
